,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,CRRI
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2008804146850567,3.17177669601279,3.1325838837235893,3.083611841466813,3.02461835433824,2.9555582522968495,2.8768835030487923,2.789631365778432,2.6955915248821856,2.5973824761293867,2.49800731435518,2.400282956673508,2.30653726789001,2.2184871440061036,2.1371913820104345,2.063149746493968,1.9965516955001985,1.9372799538484355,1.8847766785745628,1.8379934067445993,1.795360591699412,1.7547655081733013,1.7135790635309245,1.6690979453692412,1.619092226902131,1.5624394142879152,1.499760087052283,1.4335922675200805,1.3680184893286802,1.3077709263475885,1.2573599905913067,1.2202569785990167,1.198368600708161,1.1916803407988943,1.1983591731020613,1.215185408554569,1.238218121436235,1.2636475412419952,1.2883762571483435,1.310477160774059,1.3291126084167426,1.3443084070089806,1.3570460445189443,1.368610457194185,1.3794498407593014,1.3894195487222616,1.398080381855671,1.404950828623462,1.4097633161705292,1.4127561392160974,1.4139063904682185,1.412863819254163,1.408758123459704,1.4016321335936697,4
Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8097086911889668,1.793142532659595,1.7558156154756381,1.6965581588011356,1.6164616327773922,1.5188177048790694,1.4078511095192245,1.2886174660787537,1.1665676890200265,1.0476250783384082,0.9381971591229871,0.8446644851462349,0.774592086651414,0.7328532458171099,0.7205340819910272,0.7357748962778468,0.7749283295496532,0.8330824982845697,0.9048930027632756,0.9844157888519847,1.0656940387672242,1.1425267762804483,1.2079922950013295,1.2620284383342093,3
Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7407762555228314,1.7102342718616335,1.6689155451872604,1.617206509889435,1.55729865582837,1.4924130686190844,1.42627644749564,1.3628310446798257,1.3057739432684714,1.25795525966402,1.2210402701952245,1.1954784987892655,1.1807084002099568,1.1754599336803342,1.1780236799414876,1.1866564705372815,1.199394962732425,1.2140920755560136,1.228724509651597,1.2420473494918112,1.25391541752584,1.265462547583903,1.2786894039822,1.2957086014745498,1.3178970896009596,1.3454536311718086,1.3775596781895836,1.413163215672874,1.4508472596694881,1.4875598314498302,1.5196898789108122,1.5439810604452422,1.5586097795309062,1.5637850441496726,1.561609356726197,1.5538031750851546,1.5412407770934713,1.523491946430015,1.5008127296047373,4
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5694502625873974,2.5521992571488417,2.523618799520746,2.4818219272817403,2.4258545490487333,2.3560099006208333,2.2736253485602327,2.180695310740353,2.0795194464866773,1.9724679593077086,1.8619815963790884,1.7506225696453026,1.6411162066988554,1.5362301086646144,1.4386063803663647,1.3505049063563694,1.2735497922403722,1.2085276463722858,1.155305227852936,1.1127458289657304,1.0786105856010668,1.0496378555571415,1.0219341845500522,0.9915166103845159,0.9549027275703017,0.9097497944456562,0.8553445352779068,0.792744578984512,0.7244050448838563,0.653737032665985,0.5845823829059609,0.5207824809651638,0.4658434765282577,0.42267549023244416,0.3933554158592821,0.3789617437624309,0.3796371193681061,0.3949271239414703,0.42413248265996667,0.46626347403385515,0.5202899657229473,0.584224837921636,0.6548968387114588,0.7285714782151484,0.8014887189098986,0.870391008006619,0.9329542382543109,0.9882461007244022,1.0354866924670711,1.074063892057861,1.1034765012253087,1.1249937212385859,3
Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7603050143976033,2.692122845449487,2.603661449260614,2.499667866655312,2.385736589314496,2.268400560131897,2.1541553646477256,2.0491721242242593,1.9586939057797919,1.8863470900571444,1.8334575001545437,1.7985052781844153,1.7772793153657638,1.7637394413246774,1.751321212629842,1.73415064626342,1.7081787156806443,1.6714666844548036,1.6243664602987042,1.5691721684472564,1.5097054028596726,1.4506572307947245,1.396636468206334,1.351167086569213,1.3157270879258471,1.2896057867290758,1.2703267381219878,1.2545440584575311,1.2389248165332245,1.220861325759984,1.1987843784561347,1.1722679112508605,1.1420284823328068,1.109951331866653,1.0790479959498143,1.0525497291462094,1.0325973189102882,1.0200433255844847,1.0147355711887969,1.0158483900457997,1.02239787437445,1.0329555046109389,1.0462692865734613,1.0608743861592869,1.0748679115087458,1.0869599262635943,2
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7658887599536714,2.7898989770812705,2.8067791046677306,2.813595586623971,2.8068894079350364,2.783744992509858,2.7424486989462262,2.682825885127145,2.606220371404867,2.515103980908685,2.4125342514703516,2.3016574086511126,2.1854635732993466,2.0666238528729184,1.9474749044375426,1.8300370903618541,1.7162152422760721,1.6078507500078874,1.5067648293175944,1.414688072513542,1.3330469382526708,1.262658193663373,1.2033819491267113,1.1540151640886271,1.1122927589869913,1.0751982471149109,1.0393895599679204,1.0018568745560015,0.9604821706201918,0.9144171014970908,0.8641979051973769,0.8115156092642485,0.7587787352503839,0.7084696161934672,0.6626409501808664,0.6224364647292625,0.587816890573237,0.5574943282886627,0.5292786013016119,0.5007836263326563,0.47012864972750795,0.4366725798572118,0.40166831382505425,0.36754403248204826,0.33749025806954036,0.31466001262233984,0.3017372155399896,0.30061425182844886,0.31228345546287556,0.33438799377481393,0.3649049880007352,0.4015781888390789,0.4417050253493473,0.4835013306763013,1
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5693146602037813,2.538106506961143,2.498141296524092,2.4489197207426074,2.390728183253863,2.3250823622851406,2.2546204211826613,2.1826697396073826,2.1126386490955755,2.0473769228897463,1.9887486078437493,1.9373815307757576,1.8926020256017921,1.8525428417991234,1.8145692308087757,1.775897516600925,1.7342866044508876,1.688512620754137,1.638508572387126,1.585199692604283,1.5301210523008988,1.4749821774708272,1.4212422394701032,1.3698105722851508,1.3209262022698813,1.2742031907012077,1.2288558645123695,1.184088572181184,1.1394900376394153,1.0952158597872652,1.0520500097607306,1.0113564111357347,0.9748834088934004,0.9447591790984788,0.922890639454265,0.9103135097201395,0.9071227994995659,0.9124163980514187,0.9245322208126455,0.9415299002923944,0.9615193913720471,0.9828595357121469,1.004001126553908,1.0232548388090656,1.0396583828281747,2
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3328458099987173,2.2577887436679114,2.1886819437158915,2.1280882382160606,2.077705088352827,2.038059524967892,2.008105661757037,1.9852161752983528,1.9655395306552044,1.9446082510931313,1.9179480165160525,1.881883730197063,1.8341318001743743,1.7742383744575336,1.7036113613879378,1.6251892844342086,1.5427697976831123,1.4601051384107353,1.3801470792328145,1.304596607312476,1.233833376523993,1.1670800099786125,1.102684203671082,1.0384434056125569,0.9720663143085124,0.9016583486658681,0.826267927083751,0.7464667901207659,0.6646619916788481,0.5848614408257257,0.5119323033438915,0.45080286252543383,0.40570911174018126,0.3794774545319972,0.3730973519801419,0.385542703517422,0.41380693956121256,0.45341847311732086,0.49911002395250575,0.5460119248733198,0.5903129997719597,0.6295855277819707,0.6628694706495314,0.6906962882565068,0.7136408939856456,0.732563877335416,0.7484553476034822,0.7621561241388897,0.7745899486678712,1
Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.170269234994348,4.075016779484078,3.9654816197242138,3.8412012521472683,3.7094126367754137,3.5945500027727375,3.485715181309876,3.377695557459016,3.268079894253975,3.155946408093508,3.041477806102373,2.925638223466376,2.809854576079565,2.695722453874544,2.5845496488832214,2.4770875101686163,2.373323733113267,2.272561271552957,2.173742031691136,2.075927149945068,1.978656033007825,1.8820412676409075,1.7866780196251004,1.6933626422787287,1.6028139366654,1.5153808698568656,1.4310250945212568,1.349367680036365,1.2697847850144253,1.1915433853659674,1.1140493144105554,1.0372641153851723,0.9620007418585417,0.8901024545403791,0.8242756921516349,0.767587640987302,0.7226141792331543,0.6907219518510868,0.6717416104320393,0.6639900141343443,0.6644563951789222,0.6692372208731258,0.674242403034774,0.6759319463703405,0.671950035845232,0.6615130582732541,0.6454954026527505,0.626013729125452,0.6057986173341453,0.5882275480440492,0.5763547477297996,0.572102351267996,0.5762068881328588,0.588507303084192,0.6084635257521788,0.6356569152156838,0.6676899926128959,0.7027428497364671,0.7391935024724196,0.7751235289150963,0.8099517182803748,1
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.652865663484139,4.822964917509803,4.881697417971183,4.81545372080017,4.626354966530047,4.326175998996376,3.994963872649678,3.674907312212825,3.362937091910598,3.062612739160146,2.7801533161934397,2.522139469161366,2.2941491627967405,2.099931072457653,1.9411592818223218,1.8174276392578785,1.726409184459882,1.6641511255265806,1.6256842635555457,1.6057295611337057,1.5992949166459105,1.6020188236161854,1.6102069624083233,1.620700151558256,1.6306277498109185,1.637349395487387,1.6384542912710225,1.6317778686235729,1.6154873879370644,1.5882051049634773,1.5491359844632904,1.4981590158548375,1.435987284214818,1.3643137466393318,1.2858100453011634,1.203962772238813,1.122772593161269,1.0463100437857331,0.9781626951622631,0.9210390465885148,0.8765300048710645,0.8450283081248116,0.8257795412095228,0.817108791280264,0.816778605863889,0.8222961416161412,0.8312121498212148,0.84136531089832,0.851016972336962,0.8588539188098742,0.8640456128965599,0.8662831822271488,0.8660988487650072,0.8645139117765204,0.8626210276973973,0.8615386459584637,0.8623145476259839,0.8658810950889734,0.8730333784983911,0.8831892024094089,0.8958681987956982,0.910460285944198,0.9259445277552804,0.9417993994715318,2
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.312960365658024,2.329653449915159,2.3488088563242475,2.3705753668246845,2.3943262408410853,2.4182535654938735,2.439142897135232,2.4522459839091484,2.45207504128428,2.4330505817816084,2.390219578598204,2.319972417543278,2.2207218578267036,2.092962611693531,1.9393354488154093,1.7643259062417995,1.5740853966073654,1.375917140441484,1.1775366992314562,0.9868425752370763,0.8110239314310063,0.6558742899622808,0.524869163270663,0.41911406534402945,0.3379991941823587,0.2793090080206366,0.23974645078434162,0.21599169284467154,0.20567455592171716,0.20461410950061087,0.2098833521784009,0.2196884661166067,0.23353694782240855,0.2513593418310188,1
Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2909037362028126,3.3579804902734165,3.39578805848594,3.401219122155473,3.375104139757126,3.3205963703336066,3.2419776267228095,3.143892225612599,3.030729949698507,2.9063276034629264,2.773995357693752,2.6368195693256946,2.4978039266309895,2.359970582702023,2.22649275930375,2.1006744539388817,1.9856562499102368,1.8839091261192569,1.7969556660921417,1.7251535318267612,1.6676222570056536,1.6224323667193727,1.5870344150802849,1.5587092803804115,1.534869044576156,1.5133601254782503,1.4926356483642056,1.4716220280909587,1.4494848721853892,1.4254199911674061,1.3985779475244524,1.3680587891857046,1.3331659663817839,1.2938661712409127,1.2510485679164105,1.2066560379160705,1.163504082080208,1.124910916936627,1.0941057149970626,1.0737034424327576,1.0657286731075377,1.0708464964059268,1.0877402507036238,1.1136135540102272,1.144833525292237,1.1775119771757026,1.2081957012260764,1.2355058082487218,1.2583162563588721,1.2756618642962094,1.2864860823142192,1.2910406312237075,3
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.195361797279355,4.317511737994211,4.3602379284642225,4.315170805880468,4.182343407957677,3.967885699020012,3.748486644951311,3.5286881923925755,3.308984670055457,3.093615825781806,2.8876754774649824,2.695378697543239,2.5193897964880927,2.3608398433281335,2.2201766872912194,2.097726547306172,1.9938368278653045,1.9087519885185698,1.8422873884131554,1.7935661174173532,1.7606310606551543,1.7401437447918149,1.7270186079441225,1.7145271184103303,1.6949057379157135,1.6613729845661696,1.6101531180179618,1.541838160923717,1.4637252991511354,1.3885294885224901,1.3306801938272244,1.302381438368205,1.3111494728603101,1.3585844411487,1.439868182286683,1.5443556155110945,1.657015482524317,1.7603521893914151,1.8365212956209196,1.8726662765788418,1.864081439476304,1.8144004177242568,1.7343343610499315,1.6381247388668643,1.5395277788912214,1.4499628047840423,1.377786532251446,1.3279607455576208,1.3018659990973125,1.2968734207781978,1.3093669032989905,1.3339656402870421,1.3635129466060136,1.3924721669039828,4
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3555173446457043,2.3279099893836275,2.3008478397036614,2.2740653310266095,2.2461981264760214,2.2152987410574547,2.179597088102393,2.137618926797698,2.088775001537955,2.033608866589941,1.973786659478276,1.9117317765255502,1.8502108062472464,1.7920847956455732,1.7399863669472937,1.6961484524490036,1.6623422437983888,1.6397565009980744,1.6287175559153326,1.6285206548944458,1.6373453550082402,1.6523499748565846,1.6699272754248622,1.6862059440888593,1.697623848882061,1.7013970226385553,1.6959068031227589,1.680912370538378,1.6574316657807056,1.6274098650096613,1.5932595751864302,1.5573983790652348,1.521870502853126,1.488120022559378,1.4570069240573078,1.4288872416748881,1.403794808033991,1.3816365953573742,1.362373932871107,1.3460844579779812,1.3329699661609078,1.3232742676538898,1.317133898288295,1.3144693807653425,1.3149391154537,1.3180179389904572,1.3230540622689517,1.3298656605346775,1.3383794339312047,1.3478843992681357,1.3574533301059557,1.366228120341525,1.3735973737916296,1.3792484450746445,1.3833562860568165,1.3858646386765752,1.3864069374564438,1.384065108759815,1.3789542168439304,4
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3071666068603371,1.3028301067671657,1.301410638114783,1.3031200363427446,1.3082133227321344,1.316945243331655,1.3295849454731763,1.3463894278844781,1.3676114849747432,1.3932954409005194,1.4231391850530832,1.456899991598345,1.4940902976316692,1.5327442124463047,1.5704111776468774,1.6048989529464948,1.6344687800071773,1.65782554568376,1.67529265523713,1.6867979147799526,1.691929485524728,1.6898936272455873,1.6812843392617833,4
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.227850632565158,2.234985105132681,2.2394974270902814,2.232582144859723,2.203576011456881,2.1432476560497933,2.046947558121101,1.9208984743358717,1.7765410037291534,1.6264654627533355,1.4834751757503621,1.3597103009469618,1.2659304573186598,1.2105744396619629,1.191180145386532,1.2054979491161746,1.2483892383564825,1.3079871726788992,1.3788492555589027,4
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1897371176143965,3.216123560817462,3.2005910811175564,3.140014737381421,3.037029143016951,2.8988790598447234,2.736340367414367,2.5623760098692268,2.3900306374766176,2.2306389915332274,2.092434922601642,1.9799974220542187,1.8941686029912483,1.8323306044938503,1.7889430653769995,1.756817455635926,1.7287005760568772,1.698902296522407,1.6641874765730436,1.6236204891574306,1.5777644456420634,1.5274837159566665,1.4732144293224372,1.4147460760073312,1.3514953319028564,1.2830705185658067,1.2098867633694752,1.1336216043483325,1.0571459828610272,0.9839066437806196,0.9173171413585091,0.8602371143729524,0.8144907391639292,0.7804260904700913,0.7568212741975751,0.741141672122548,0.730026502408175,0.7199229066067458,0.7079709731729666,0.692631131161183,0.6736392400004864,0.651765239753861,0.6282647821291615,0.6043672904178751,0.5806449850358264,0.5568939138425675,0.5324685803317539,0.5067436766251198,0.47952601013011303,0.45137034247182484,0.4232890311625788,0.39643461945655445,0.3723282184004566,0.3532455613569209,0.33946147912905394,0.33155755035969897,0.32986742053562174,0.33400275584537603,0.3426329719859703,1
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.858325634206389,2.9116849739944333,2.9444946855705,2.9509531557037825,2.928412136119812,2.8782609828940697,2.805109514822764,2.715503322776685,2.6166163479894973,2.5150366054906144,2.4158374741968482,2.3221185530889907,2.235006900133523,2.153971540370361,2.077184803074703,2.0023959650870973,1.9277410724588728,1.8525053059025374,1.777457210713733,1.7047609470326033,1.637455304284785,1.5787138052844538,1.5311909168652578,1.4963361606056613,1.473913068736886,1.461687151835703,1.4557621120894086,1.451098544190461,1.4424907071315156,1.4256347938819107,1.397986358480488,1.3591388020758737,1.310727092575654,1.2561572786590804,1.199895689151229,1.1466507245553543,1.1005079268072957,1.0642873861984539,1.0390494464195397,1.0239707359973045,1.0167561575736217,1.0143193285047856,1.0134533848780356,1.0113984619215644,1.0062304102071986,0.9970278010105897,0.9837985152935195,0.9673889507654095,0.949316686767677,0.9320293350344685,0.9178910271744293,0.9084350051417621,0.9044919524294692,0.9063541873345908,0.9140322203482912,0.927392877876019,0.9449887728273194,0.9655655843502721,0.9877324818301231,1.009618076311603,1.0306605829616327,2
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5255209843952233,3.5024924266083217,3.477860347689013,3.445686586978118,3.4046681755461736,3.3553606637837436,3.29942501740549,3.238792157958009,3.1752898151697906,3.1103060330598367,3.044372735289922,2.9775600554164354,2.9098929636586606,2.841319304215524,2.7719045726358136,2.701917413444725,2.6318467322825434,2.5622882834074114,2.4939109418766154,2.4274073307854973,2.3631643932759228,2.301169660276264,2.241029338189594,2.181978833220518,2.122921700497062,2.062596914743252,1.9998365962571762,1.9336400629565837,1.863274699254885,1.7885393392267201,1.710452767166034,1.6315801490256419,1.5559531105754056,1.488398109573204,1.4335086132048696,1.3945810412995823,1.3727488964475092,1.3667845741738485,1.3730915562055577,1.385906760707211,1.3975928988177804,1.3999367156171534,1.385620705508121,1.3495159101987162,1.2893390802319542,1.2059694159644612,1.1034142756341712,0.9877089396853864,0.8662913510007929,0.74717408311582,0.6380461936887092,0.5447968127779762,0.4708148789581679,0.4168905494835543,0.38145701200371773,0.3610882654286917,0.3527422523200416,0.35391619945347264,0.36230428495861966,0.3767006192155314,0.39750856607215,0.4269231799963077,0.46783294653792085,0.5175814245081889,0.5748040320204579,0.6385121968867756,0.7067546678755487,0.7796759224927847,1
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7573011953612827,1.722418959329034,1.6827833022942844,1.640940619231412,1.6001384969583738,1.5637970981446143,1.5351256941188818,1.516506981962884,1.5090170197201849,1.511758981193996,1.5243293580146244,1.5438409121997012,1.5668600362059752,1.5903443972189384,1.6124337531960475,1.6324741565214447,1.650156185333539,1.6651697489595185,1.6769699680910322,1.6847286662627523,1.6858489572029645,4
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.605573635328979,1.5957042286968282,1.5779758486418631,1.552822548222032,1.5222775535102768,1.4895786816143957,1.4584458601786632,1.4320805746240266,1.4125514893518794,1.400216342397711,1.3934623059759335,1.3888699013890942,1.3818685102035357,1.3676312362830536,1.3422719862289847,1.304064320287638,1.254122164428617,1.1962828010516504,1.1362592851326025,1.0805178324919047,1.0348807911944633,1.0033591267045399,0.9874544904368386,0.9858926470676345,0.9948817661301671,1.0091536610583198,1.0230045480584118,1.0319469190587736,1.033044031882656,1.02503073617511,1.008102234660966,0.9836495237027855,0.9544663998852828,0.9230680935065997,0.8915454203077662,0.8611627469606775,0.8324692356231018,1
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.533607775235573,3.505688197396866,3.4759493518992177,3.439806787110418,3.398889485522671,3.3562638658528443,3.3152592232932947,3.2786605299212557,3.2479246717467785,3.2226948134637357,3.2005175193878994,3.1777085087168735,3.1502662320157375,3.114700551580582,3.068581324282234,3.0107427117314365,2.941335025654474,2.8615676060969255,2.773554386834819,2.6798968852515443,2.5831883453574656,2.485610302384476,2.3886829256577786,2.2931450783215186,2.1989997267985615,2.105779382386106,2.012921110630013,1.9200625470494685,1.827204642306213,1.7347319338130964,1.6432662788975432,1.5534797489355163,1.4659538644563854,1.3811662468529384,1.2995033469731747,1.2212589513191052,1.1466026566680423,1.0756099343374022,1.0083710935893604,0.9451303922961382,0.8863973328796634,0.8329583175066888,0.785752256286033,0.7455557824063292,0.7127298685699263,0.6870781819653226,0.6678816257832294,0.6540025909717468,0.6440840936233323,0.6368065086511885,0.6309727761542036,0.6255544323321145,0.6197150498770908,0.6128910558538383,0.6048195105352484,0.5955656641539017,0.5858032955153756,0.5766979048035819,0.569424673170048,0.5649776572622096,0.5642453036974804,0.5681370530080171,0.5777774461850884,0.5921918257396421,0.610736788131061,0.6326828729181097,0.6567745670001389,0.6818219582607733,1
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.128371633940486,3.0474629434350047,2.930494454723834,2.7818539237970263,2.6072370952341615,2.4155145053806293,2.218515100419709,2.0292974776289543,1.8599390110972798,1.720566968211472,1.6184485769489951,1.5574995579913071,1.537588543213871,1.5541325110168933,1.597970769677138,1.6565915696526665,1.7169408073085468,1.7687026705645104,1.8057199999136497,1.8255093957670796,1.828680514124282,1.817700503637866,1.7960725555993673,1.7677549361173082,1.7364557928231894,1.7046072409138782,1.6727862874127584,1.6406467115498777,1.6080288081985548,1.5755814705007634,1.5447937755537298,1.517730229400537,1.4964297788645031,1.482353466450329,1.4766927456878403,1.4813925891210782,1.497295201910499,1.5224686440385649,1.5536481046024222,1.587411178858254,1.6207999546390195,1.651436054723004,1.6785137957061869,1.7010334051748865,1.7173438440214772,1.7251221035169098,1.7254987409586227,4
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.733118662341619,2.7178562747723443,2.697725192147022,2.67148385378377,2.636569288461652,2.5902271489672075,2.5303366198288053,2.456721812149062,2.371405523857374,2.278358161971026,2.1827317188942055,2.089579233448473,2.0030466220299097,1.9257322493825897,1.8587223267761472,1.801705159858925,1.7532799780713615,1.7113441568709342,1.6734205732848884,1.6369673909482236,1.5996281047013665,1.559521623790308,1.5152515260338004,1.465908388233213,1.411010046138728,1.3506339350617937,1.2855184674520774,1.2170518738650853,1.147192751170686,1.077986728094414,1.0110623754167998,0.9470844925000365,0.8855379134715886,0.8251476030816011,0.7647471986217118,0.7045290241790549,0.6468326462485892,0.5959930303101797,0.5572757794098474,0.5354613676068697,0.5337768426429277,0.5531173753034061,0.5914044873227551,0.6431495694617568,0.6999878828686068,0.7519001356867151,0.7893829728889723,0.8057306953165844,0.7985228491769707,0.7697093386339975,0.7245633678301453,0.6703320112790581,0.6146521392114042,0.5643825448835073,0.5248523906147902,0.49975374646215026,0.4912544094457446,0.4967231111602703,0.5134893121829972,0.538742155308962,0.5697238348083314,0.6043751855357005,1
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9073519842054034,1.8844655490912612,1.8537195807031512,1.81719301072761,1.7781724022826901,1.7406100474512858,1.70842669964749,1.6846356503775364,1.6707008117230697,1.666151566461462,1.6687066796908103,1.6747533034286084,1.679943353255725,1.6797397796680662,1.67025304164312,1.6489460905763866,1.6151409897045288,1.570111288903781,1.5172650942886403,1.4610935098238342,1.405798903426088,1.3547124973771592,1.3099884116169207,1.2726589523377458,1.2427723548884804,1.219823278317479,1.2029672628661054,1.1908044327371619,1.1810614366227354,1.171965279358011,3
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.668949022460579,2.629271601352221,2.5726855978943557,2.5028802054756567,2.424778726200413,2.3436195782994043,2.263957057099001,2.1891774998191145,2.121257789807883,2.0609864519516976,2.008074731761438,1.9615349624199965,1.9200375772644558,1.882245058618951,1.8471984976766223,1.814398134249886,1.7837475877687106,1.755321531511444,1.7291232696196368,1.70486776125162,1.6817665938738053,1.6585795895712927,1.6339342308030698,1.6065803959921814,1.5754534554571178,1.540216258172433,1.500853034585548,1.4575635596037895,1.4108931655047547,1.36198045574807,1.3128974029068978,1.2662511908122576,1.2231104579137282,1.1842262989338235,1.1500180081805662,1.1203891839199633,1.095984835531587,2
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7887685690749104,2.891786618350673,2.9614000197244694,2.992526511133773,2.986334665151476,2.9479709353431978,2.8843102391376116,2.802172943683603,2.7095381050403744,2.611275578008056,2.510259282544294,2.4079286694270827,2.306877905286703,4
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4227566173448087,2.421727963320902,2.407508629102436,2.377368697635885,2.330121834545604,2.2659762930983236,2.1862092622849536,2.0931058316958118,1.9894848810979138,1.8784871467506332,1.7630982140753269,1.6461165720961393,1.5300205163701899,1.4167041569709402,1.3075598924915661,1.203808012356339,1.107092680881564,1.0196523573874212,0.9446746341846235,0.8861175017804075,0.8479346746294177,0.8329929826512368,0.8425556528181978,0.8760660309699586,0.9309034949541191,1.0024908619582076,1.0851823083498249,1.173279467646254,1.261738324565311,1.3470751852906326,1.4279292335581875,1.5047860206688934,1.5796418723590708,1.6548370343290961,1.7300574440173722,1.8032355904937416,1.8710342044240462,1.9298935554765035,1.9767480870695429,2.0120997578962996,2.0356282242186214,2.046405238444408,2.0430787705959093,2.026237024070904,4
