,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,CRRI
380,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4167508791482044,2.398470290056344,2.3828460007467167,2.370547787516839,2.3610975319394387,2.352788984952242,2.342782400313117,2.3273231086083306,2.302305395269181,2.2639324968076546,2.209419034368768,2.137601168122692,2.0492769025765263,1.947187907413113,1.8355495914116051,1.7194886315557067,1.604454264600143,1.4956434692426837,1.3975602409021262,1.3136586076171046,1.2460909338406303,1.1954390705811289,1.1606197265400737,1.1391563756529155,1.1277558790680753,1.122969383532199,1.1216233519616492,1.1211717373603363,1.1201571191135207,1.1180820494900896,1.1148780339159075,1.110920155988779,1.1069097567604562,1.1036077521759888,1.1017562508425576,1.10135743702803,1.102351234006038,1.1044498004022134,1.1069128018739873,1.1093967019110371,3
142,,,,,,,,,,,,,,,,6.404564526192717,5.833207561516529,5.283461933246486,4.763061775551305,4.290667069184481,3.9194282131119826,3.607869549549906,3.3345104151169025,3.087578294203979,2.8609321549207083,2.6521242097201436,2.4608780577447287,2.2878569100214086,2.1337773577257013,1.9987684438286837,1.8821207274155085,1.7820651428876637,1.695914653720466,1.6203539116650258,1.5518679203993058,1.4870817870333124,1.423038654814561,1.357454931571573,1.28890597676007,1.2171459562436413,1.143409572452008,1.0704484851539906,1.0020989474829967,0.9425100532492282,0.8952931380511969,0.8628325221575905,0.8458641761337139,0.8433941950728875,0.8527059971988069,0.8696619667027637,0.8894070415673012,0.9074362255569829,0.9204952091312525,0.9271963590796997,0.9285038085836453,0.9269282343871229,0.9251266606102834,0.9255181973966271,0.9301647939226426,0.9403867850741573,0.9566722434492534,0.977760332083243,1.0024695183185202,1.0293424645545834,1.0563194773121496,1.0821703901391373,2
194,,,,,,,,,,,,,,,,,,,,,,,2.0562368280851655,2.05714700423514,2.050293343875584,2.03662027917236,2.0179080108523144,1.9969165826294395,1.9763791154258712,1.9586644910078392,1.9453773047953016,1.936875592155675,1.9321299664779257,1.9287431490857745,1.9230883296232797,1.9104198828907315,1.8857782022964409,1.8451951648130085,1.7866467087841642,1.7105020788879624,1.6194635599934983,1.5180928603924362,1.4117343686026027,1.3057201349718275,1.2047922663700494,1.1126873082209199,1.0317608263505988,0.9628718632256631,0.9054639204828951,0.8578403683148891,0.8177048711024649,0.7828654789395674,0.7517930774988254,0.723671468063268,0.6986063576820951,0.6773994311264088,0.6609566068610611,0.6501412813925878,0.6457577216535714,0.6484826013497414,0.6588242173886392,0.6751096135602004,0.6960549209318424,0.7204762366172845,0.7469732427380288,0.7745094258260866,1
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8525409239639476,1.8025865137444614,1.7445388397604427,1.6793907580821388,1.608629558629655,1.5341795563971543,1.4580502885026518,1.3822047674410352,1.308597044189987,1.2390586719810626,1.175232499629109,1.118609890731753,1.070710825214809,1.0330265551589652,1.0068198897739629,0.9932330100270335,0.9926718904710735,1.0040049560894309,1.025051147795513,1.0531151275920567,1.0852006979884743,1.1184330851630615,1.1508038890212784,1.1806397482120934,1.206532094350878,1.2272016141011188,1.2427599728207817,3
174,,,,,,,,,,,,,,,,,,,,,,,,,,2.1147603868691753,2.074078802969345,2.028146146689986,1.975587830780045,1.915102015864,1.8460501994587177,1.7687083144600633,1.6843375080967178,1.5949874836044857,1.5035126900533287,1.4132032779777015,1.3274561794736364,1.2496045800185218,1.1830065303559163,1.1307429267092604,1.0952125986985692,1.0778807320886068,1.0789435489992607,1.097220763357674,1.1300968504446138,1.1739893216532424,1.2246380408322899,1.277293134853881,1.3270651598666263,1.3696191748289388,1.401797717581289,1.421873621903849,1.4295211275071331,1.4253244662395157,1.4107003687872968,1.3874618836229884,1.3573887424320872,1.322305248717242,1.2841793855005361,1.2453448859041423,1.208237564090932,1.173834669017112,1.1428244488260244,1.1156610211611884,1.0923588332422556,1.0731741839844915,2
290,,,,,,,,,,,,,,,,,,,,,,2.7290951756485615,2.6660832702225554,2.5834965233368528,2.483723907540842,2.3704303654294376,2.2485758195673804,2.123920919568709,2.002247139795902,1.8886883642904484,1.7870739821614656,1.6992287336166252,1.6247569818817638,1.5614259344025112,1.5057427730196489,1.4535468910566889,1.4008892292520194,1.3450822907491768,1.2856771091325667,1.2248084390920913,1.1668849228268978,1.117396526278659,1.0813094456770853,1.061824231288491,1.0598004569269583,1.0736203868052803,1.0992684299009923,1.1307314727946427,1.1606802679288921,1.1818230874486246,1.1883543058954626,1.1776409749543606,1.1509432151007726,1.1132606420190945,1.0734710385958088,1.0408575611024877,1.0220292189280773,1.021360280912345,1.041148201847213,1.0812947438348726,1.1392011033304643,1.2095318272783273,1.2865976145179436,1.363922689516967,1.4344671427816915,1.4963210143179588,4
332,,,,,,,,,,,,,,2.7764232821590427,2.7769198224467972,2.7700287640328773,2.7574550158344118,2.741651574304921,2.7247711550972173,2.707712103035732,2.6900930905651426,2.6701435716887643,2.6452785635416913,2.6131685279562276,2.5719829083460026,2.520265232134443,2.457025345494968,2.381992531628027,2.295710944896863,2.199552862869972,2.095656870661328,1.9867157074081694,1.8754823462683672,1.7645147614581227,1.6560662872278689,1.5519926898967404,1.4537561389831388,1.3625759089689016,1.2794768128762728,1.2052861439133262,1.1406941774818702,1.0864056028731524,1.0431706388624198,1.0114172390197478,0.9910129360115691,0.981047988837392,0.9797825905884143,0.9848640633783902,0.9937430946018688,1.004016913994151,1.0135843225152315,1.0208095014914031,1.0248059754175172,1.025628387440302,1.0244886511939135,1.023102830974756,1.0229032565264613,1.0248348491794195,1.0292921007815292,1.0362442160126761,1.045406359171123,1.0562203992889856,1.0680613417312708,1.0800523005044516,1.0908485457191073,1.099814350940359,2
536,,,,,,,,,,,,,,,,,,,,,2.8638005235398842,2.846496263531453,2.8089416537562046,2.7522902646371583,2.67894943881353,2.5923306714501404,2.4964903109263377,2.3957333765316013,2.2940340812320086,2.1945460852771164,2.0992567988451754,2.0088868208373296,1.9231661621015048,1.8414619735342954,1.7632203736114338,1.6882699508220251,1.6169102945800191,1.5497821401747063,1.4876521143739547,1.4311775091219232,1.3808433529870725,1.3367138231036115,1.2981841412193416,1.2639867567012197,1.2324486467852622,1.201800924802167,1.170618582925026,1.1382043885729178,1.1046962749550242,1.0707795126576867,1.0373346951230533,1.0052797955588249,0.9754194147213928,0.9485023191575795,0.9258803330325593,0.9091890140590573,0.8992539247789344,0.8963433005233592,0.9004544667716881,0.911525827541987,0.9295010822425273,0.952710523188958,0.979913675668941,1.009696475298498,1.0398978820935176,1.0691341999557888,2
340,,,,,,,,,,,,,,,,,,3.294506656415331,3.3280245745046386,3.2971701429297067,3.1868558265861617,3.021918922192666,2.8268607317169008,2.620885149332163,2.4196661869032043,2.2350508218331715,2.075030565874809,1.9437283162839474,1.8415108483685523,1.7652659098111287,1.7094303313708992,1.6672952654339486,1.6326727269498171,1.6009989720137905,1.5698406800387414,1.5385029012266807,1.5075433967074174,1.478256631231025,1.452508567788427,1.4327160663954017,1.4216035830095066,1.4216961060824225,1.434562204090714,1.460361365749578,1.4974007411407841,1.5419579415607698,1.5882114355160264,1.6288794947641139,1.6558021664240203,1.6610350095572015,1.6382916425603058,1.5842302187681536,1.4993551962755196,1.3881715992606547,1.2595823969524702,1.1249434200396993,0.9953670782915461,0.8804623843838031,0.7876493899669991,0.7217576314996117,0.6848390554116113,0.6731750573535015,0.6829445413878609,0.7093065254781141,0.7457801370264316,0.7871089175262005,1
368,,,,,,,,,,,,,,,,3.3219552211028898,3.4077497072285508,3.4512151417682495,3.4450188243548636,3.3995883083080627,3.3218121597687857,3.2190585388698185,3.098400431119758,2.9659468401550764,2.8265727002445917,2.684243618775441,2.542180092556812,2.4028981340786766,2.2683170091714415,2.14012025228226,2.0198850465043536,1.9089732229451613,1.8085285854768378,1.7192177948076661,1.6410365223960535,1.5731631739526473,1.5142974000894625,1.463010793087265,1.4178098315648906,1.3772285384241538,1.3399096997066926,1.3046981179176078,1.2706790883267158,1.2373879877845149,1.2047044464388188,1.172746478409574,1.141741824898849,1.1121867384443398,1.0849734510925684,1.0612643174244305,1.0423600885291044,1.0292652084092215,1.0223811955632942,1.02154389351867,1.0267298435451742,1.0378024949868483,1.0539356902566923,1.0739737470007513,1.0966913268412468,1.1207616904171103,1.1449294565493207,1.168450767684226,1.1908305844214337,1.2114407838216932,1.2291253482265474,1.2435148045873934,3
