,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,CRRI
46060,,,,,,,,,,,,,,,,,,,,,2.8736381479437454,2.8581930317825823,2.821792382917202,2.76565446880102,2.6922624828579496,2.6051089184950778,2.5083419467151566,2.4063642394304603,2.3032472283715277,2.202231206272316,2.105374891383197,2.013446678544998,1.9261999632469582,1.843013004814826,1.763338808278178,1.687009114205764,1.6143175709935573,1.5458895829033228,1.4824591027870315,1.4246374779303266,1.3728637327000797,1.3271763913727541,1.2869773157874338,1.2510463152149418,1.2178139020994687,1.1856695416227214,1.1533916097788348,1.1205082949550464,1.087368923281733,1.0547938777688552,1.023676831792423,0.9948066800401039,0.9687304594470276,0.945843900563531,0.9270966158532292,0.9137626544891101,0.9064083981817349,0.9051696971942992,0.9100445027630049,0.9210838475814908,0.9384078737507653,0.9605518493724099,0.9864664608461013,1.0149146055450804,1.0438847034712448,1.0720563418177547,2
49740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7564809314397176,1.7545366758491319,1.7475144219652579,1.736897322655384,4
00077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2224181803033964,2.239634528811711,2.2500522316111704,2.2516285363084183,2.2425742535350137,2.221565158704773,2.188224765918769,4
30780,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03277058333045604,0.1321076443457124,0.26899553131592835,0.4219048571742592,0.5717167062137513,0.7074455132432755,0.823457426420202,0.9174424884990637,0.9898002708414433,1.0423763173413962,1.0774187019857986,1.0969559451390274,1.1026970827762854,1.0959909670669883,1.0781979897918845,1.0512137335486578,1.0180290389333297,0.9826428174153743,0.9496000630918032,0.9232549857818797,0.9069053947977965,0.9019874906247434,0.9077577287069449,0.9214629313052485,0.9386915551454734,0.9542049854263486,0.9631473116860974,0.9625183022342451,0.9519205258848094,0.9329384378206819,0.9085694891942492,0.8823956402867322,0.8578862341826415,0.8381829687959633,0.824079922272681,0.8162053677343065,0.8145538050286383,0.8180276887600197,0.8247973057792305,1
32820,,,,,,,,,,,,,,,,3.3219552211028898,3.4077451958386287,3.4511808346875004,3.444960217357092,3.3994797685872915,3.3216252953974523,3.2187525897600406,3.097908057372837,2.965139869829663,2.8252201960622516,2.681980346251195,2.538506928327956,2.3972296750944593,2.2600701744541243,2.128839745124689,2.005360436761138,1.8913261496889124,1.7882324946365156,1.697056627053823,1.6179923161289673,1.5502576793407872,1.4924326175721194,1.4428449390691516,1.3997093798431328,1.3612920965771154,1.3260673675216252,1.2928318975116124,1.2607351776250595,1.229428516239385,1.1988908499949498,1.169263389451611,1.1406964284875376,1.113534396067245,1.0884871140259882,1.066564561400817,1.0489766731618821,1.036708272121291,1.0302020788338562,1.0293831152017172,1.0343353632757801,1.0450174624671782,1.0606681096871342,1.080151208442523,1.102228427652878,1.1255515954885096,1.1488670704520079,1.1714628873162871,1.1928808163048614,1.2125358406024507,1.2293162535036986,1.2428843907445533,3
38220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7558837221078512,1.8018053988533842,1.8596894699404896,1.9289193071533033,2.0069798831872077,2.089103553539673,2.1681457856040454,2.2345716330998173,2.2782548141173504,2.289677748070875,2.2614325128488892,2.1894090504960984,2.0734669156462897,1.9177916993694348,1.7308426387780382,1.5261630400126582,1.3195878031872275,1.125793020342797,0.9569579849118839,0.8221891380635444,0.7271797239008344,0.6738649607611701,0.6566797840991921,0.6699367130902707,0.7063758611300831,0.756298764559096,0.8123314035920525,1
12540,,,,,,,,,,,,,,,,,,,,,,,,,,2.7356565953669834,2.7008148836591173,2.6521631991647574,2.5883002360944825,2.5089012615621917,2.4152189310367436,2.310485842144794,2.1996480837966326,2.088528515217906,1.9827663410729863,1.8867736179338046,1.8030225301631881,1.731708943452111,1.6709465491450188,1.6172529717553596,1.5662772890705778,1.513534331404905,1.4555171244892693,1.3906949464320313,1.319982966161725,1.2465867857359367,1.1750739115705553,1.1103375515401737,1.0565343011293895,1.0165149819124593,0.9915126847113973,0.9810225864696059,0.9827983989616564,0.9934000801186045,1.009109048795258,1.027381793106943,1.0461493990419646,1.0640652835245417,1.0805345338713384,1.095404989173887,1.109002302122592,1.1215958058197446,1.1335820956679552,1.1451017226590636,1.1556244221124858,1.1636991697738466,3
20940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6538685050496456,1.6445437528189288,1.6303680598128647,1.6113642992704198,1.5870729654564035,1.55688641847617,1.5205554568342237,1.4787347486250537,1.4331297899987514,1.3867264720619992,1.3434922876084698,1.3060846785132663,1.2762466283738128,1.2551125462895334,1.243532689331146,1.24187148317517,1.2483323025786666,1.2608858683493531,1.277033675011426,1.2936861318783606,1.3085420521847986,4
23420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7067140039729054,1.6754048448276662,1.6456052879178211,1.6177842107890381,1.591839611537912,1.5672184546783814,1.5432394755283088,1.5194884653348624,1.4958681888755974,1.4725024770185093,1.4496978424419946,1.4276305163649259,1.4063109366556732,1.3857120253413449,1.3658840153634855,1.3469467417267658,1.3289454148249853,1.3117996817000759,1.2953498401579497,1.279576855173186,1.2650375370637152,1.2528918211508793,1.2460312477168527,1.2461662178199149,1.2532434619426356,1.2659637818452496,1.2826402001021118,1.3017718899902078,1.3225252656151616,1.343891239035347,1.364351795121997,1.3817590927643741,1.392852932464718,1.3990467638962165,4
25260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.135885217956646,2.1397787194425657,2.1339499086104325,2.1172647409011853,2.089784371675177,2.054892040743738,2.0141401456890016,1.9682130371214936,1.916793846945675,1.8619092186678399,4
31080,,,,,,,,,,2.6777920967403785,2.7366433949004283,2.7894846840180585,2.8332114027791118,2.8659307939065752,2.8872157782389594,2.897992741460335,2.9000517931521337,2.895111336977042,2.8842914754909197,2.8679561390976827,2.8455986909876856,2.8160742587071037,2.7782876411171324,2.731762692872583,2.6765571744791212,2.6129791565846774,2.5414990972067013,2.462615295027393,2.3768213331669235,2.2846952024037996,2.187033711316609,2.0846744755589017,1.9785334147447096,1.869777632699714,1.760051838126238,1.651609637392427,1.5473900152272355,1.451104216878987,1.3668221279335746,1.298456659562337,1.2491446360404241,1.2206935143247046,1.213055781530967,1.2241263555491897,1.249881022665734,1.2848169244072454,1.3225185407137938,1.3565198378867036,1.3813422599504175,1.3932618673519324,1.390761223153887,1.3745619826541062,1.3473030409902673,1.3127887604028896,1.2756842696113815,1.2401985270879723,1.2093070363662766,1.1846359756862115,1.16661849580899,1.1548346157092932,1.148446364389856,1.1461114446437215,1.1463833126470917,1.147773784098221,1.1486014617864326,1.148629806130329,3
33700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54384091065138,1.5279375133748443,1.5053610458167386,1.4746967493389982,1.435339687506168,1.3881126765275111,1.3354896783592907,1.2815585109622087,1.2312505777762515,1.1894898520918615,1.1602517798564944,1.1457720111316965,1.1461592529259716,1.1594422993686142,1.1827306172974128,1.211779594910055,1.2418330272983022,1.26847907558311,1.2886733660486376,1.3009344712520057,1.3055252208940729,1.3040256048701122,1.2978124326779688,1.287922892354378,1.2745589189214845,1.2594023950599438,3
37100,,,,,,,,,,,,,,,,,,,,,,,,2.2359609672328444,2.2131915994242335,2.178931954022632,2.1325812117748173,2.0744517328729737,2.0057159323201157,1.9280472728494789,1.8431511080751488,1.7528807441689336,1.6594791992469942,1.5656526712019705,1.4743827121123887,1.388758793146083,1.3116018311952027,1.2450175294698569,1.190161666157764,1.1473119158881453,1.115729728881014,1.093197450354753,1.0763339055565797,1.0612676614278145,1.0445942581766983,1.0239838462429787,0.998766347335766,0.9700076294703981,0.9397508405701571,0.9104100063141835,0.8844717577070427,0.8643214544905793,0.8516315356290567,0.8473736169095171,0.8521428352549106,0.866380462693113,0.8890225781349005,0.9182761949145234,0.952327236760372,0.989455274795413,1.0282233432713246,1.067082981045996,1.1047619997670932,1.1397631532192294,1.1701775268746823,1.1946976096253779,3
40140,,,,,,,,,,,,,,,,,,,2.793548316137454,2.8312544608320485,2.861160310001485,2.8803957660462,2.887115760650103,2.8807909644332352,2.8619996562519514,2.8316589543613984,2.790812858666363,2.740537319576244,2.6816957135094928,2.615023852473309,2.541130723321936,2.460617997849708,2.3740979210043953,2.2823442286380495,2.1865405486841683,2.0883945283312584,1.9901589510703082,1.8944565059516032,1.8038874396996674,1.7206183840008473,1.6459862096908766,1.580391061173192,1.5232550490775651,1.4730809270088578,1.4277238147855933,1.3847525181111333,1.3420097096689678,1.2981446490730586,1.2528933450702853,1.2069083146562019,1.1613977416280468,1.11774010645238,1.0772534287256275,1.041134816781668,1.0111996785813628,0.9890540671595438,0.9749982929767683,0.9685336603459828,0.9690515401507772,0.9762726795118991,0.990390912779088,1.0096502675470045,1.0326892121048088,1.0579907101630062,1.0833405995559162,1.1083011361024986,3
40900,,,,,,,,,,,,,,,,,,,2.037986221291686,2.064860366248433,2.087683597429292,2.1040123658690684,2.112064946354161,2.1111922584815064,2.101725073846136,2.084281090813811,2.059731583703007,2.028714760007517,1.9913525798787275,1.947183039428876,1.895768570606414,1.8372365152476424,1.7725497622961317,1.7033873238818593,1.6318268954168722,1.5598972351863065,1.48902465485162,1.4200783097959493,1.353208417008495,1.2878348185050932,1.2226443610159006,1.155964507560981,1.0865002196401585,1.0139040795091412,0.939236485230644,0.8648360928428137,0.7938015942623112,0.7292093565548463,0.6736762593443801,0.628986367638738,0.5959451269424488,0.5744417592703719,0.5635661062880479,0.5619987660879214,0.5686638191269916,0.5827864767114024,0.6037232044720036,0.630817049599374,0.6632043322927632,0.6996784051521486,0.7387259090579362,0.7787249253198093,0.8182686005371678,0.8559026928742892,0.889900980063793,0.919245369806074,2
41740,,,,,,,,,,,,,,2.7535172019358574,2.731827755346916,2.696225843778725,2.6498191815591543,2.5960500965215276,2.538280012359471,2.479887522355501,2.4240723019483315,2.373279994278143,2.3286759275138587,2.290085106177374,2.2561297402435874,2.224510637340435,2.192248017679702,2.1560652825628615,2.1127271296012515,2.0593963385696177,1.994037245261278,1.9158087914806197,1.8252773360574241,1.7244605254222807,1.6166746280702409,1.5061789888269232,1.39765822740081,1.2955964786572483,1.2038962528968473,1.1257277506378642,1.0635779153725744,1.019223487503333,0.9934675235242253,0.9858775845434204,0.9947065550455992,1.0172247765744276,1.0500617465175341,1.0894963455582203,1.1315543320748198,1.172231995899117,1.207832102781524,1.235502823362917,1.253946247171945,1.2634994179556849,1.2665415037420553,1.2658046398532354,1.2634363539950024,1.2609825771033596,1.2594531024023037,1.2594551815051693,1.2614603989788318,1.2653110340152454,1.2703296827191277,1.2752883625939417,1.278203669782802,1.279086462606589,3
41860,,,,,,,,3.2712297519808686,3.1963122187895596,3.1178304780537673,3.0379026069046504,2.9578708425218534,2.879094874940674,2.8028249619711745,2.7299845775724476,2.6610970011548787,2.596161938806146,2.53463070899359,2.4752711907024185,2.416494040781695,2.3567281750651277,2.2947412869818598,2.2298697021977443,2.1622031760680613,2.092572568723798,2.0222056950919463,1.9524341879335811,1.8843235752693832,1.8183923842310694,1.754452459326005,1.6917836032509495,1.6294290741446589,1.5665857447285323,1.5029537125206462,1.4389824889301508,1.3758686005038216,1.3152906995999403,1.2591658406497266,1.2092464225981616,1.1667969315343503,1.1323902526469576,1.1058006045818258,1.0860530941286577,1.0715467371235092,1.060335522973869,1.0505143817005473,1.0404603472763634,1.0290840778710273,1.0159801436456037,1.0013377513315351,0.9858089174948834,0.9703884116625499,0.9562987503643499,0.9448646232862818,0.9377364802059301,0.9364021839979711,0.9413602891088638,0.9523242512881607,0.9685051665484711,0.9889006019594407,1.0125008983448782,1.0378507307778253,1.0637087843196387,1.0888258668554618,1.1116438782675506,1.13155034387766,3
41940,,,,,,,,,,2.187956551390861,2.1870358963174534,2.180704214260523,2.1691787367675026,2.153629666682407,2.135823983538951,2.117660376986464,2.100562277962735,2.0854490807771815,2.072279705898923,2.0597669148438618,2.045549398454509,2.0267235347925423,2.000657038900181,1.965515602824274,1.9204600440301873,1.865365962967062,1.800705988322831,1.7274412839369626,1.6472304492292493,1.5625967137790853,1.4766359182008177,1.3928330919619947,1.3145391041353898,1.244628636694138,1.1851447813059723,1.1370507521651585,1.100030138966995,1.072223692168236,1.0502734129359994,1.029827485116151,1.0063812506852143,0.9758402994209866,0.935531195408176,0.8849157043167118,0.8260270801168385,0.763166360754684,0.7019096535363137,0.6481503740421346,0.6066740675412597,0.5803454840934708,0.569790780680877,0.5735785554994347,0.5884576451952577,0.6100681584914444,0.6343678594816937,0.6584418228944878,0.6808210031065663,0.701435778426959,0.7213513450394079,0.7419084588529993,0.7642537434453323,0.7881033549216161,0.813318522544775,0.83959862496585,0.8660095973638441,0.8918809108936201,1
42200,,,,,,,,,,,,,,,,,,,,,,,,,,,2.360134303053155,2.305950273389661,2.241419284122593,2.1672116768809095,2.084374745215837,1.9943524720503356,1.8992135329496806,1.8015293529840575,1.7042777470732116,1.6106993307271777,1.5238500245079862,1.4463016801926072,1.3800036453615354,1.3261776070911957,1.2849538893081194,1.2550370744941672,1.233704653816998,1.2171166477492656,1.2007998186115723,1.1803740199787698,1.152234277283954,1.1138668450510305,1.0640073883598065,1.002773826559217,0.9318406350090468,0.8544408371458554,0.7763120996511861,0.705741695511236,0.6556085050650429,0.6359359811408732,0.6511239890295195,0.7011596134365454,0.7826407164716791,0.8896106079023235,1.014321662735794,1.1488248009313886,1.2840559247598584,1.4094832558386803,1.5131876655402026,1.5956776013586025,4
44700,,,,,,,,,,,,,,,,,,,,,,,,1.893376176255113,1.8516955845604315,1.8015340084072042,1.743355687337954,1.6779526497444908,1.6066114044603093,1.5313142942362081,1.4549961002346137,1.3814319201923104,1.3149351153700426,1.2597068308359123,1.2192011776951914,1.1953966613045555,1.1884917455602797,1.1969383337209223,1.2175212790739303,1.245618881415482,1.275707911992032,1.3021952014062603,1.320233563319706,1.3264008618570828,1.3189416676030163,1.297695806305167,1.2636260383019378,1.2183873986272917,1.164010211875461,1.1025849649498143,1.036300974208334,0.967354665234655,0.8979950430129003,0.8304808957219484,0.7673805100248691,0.7112375026306069,0.6644343161179669,0.6288041436093718,0.6054389527002662,0.5945510416338896,0.5953345840613402,0.60527066661778,0.6222659406520419,0.6444176757324019,0.6696331125747709,0.6962716615687221,1
46700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3942051541608522,1.393922830464337,1.3968850031532252,1.401415900640844,1.407039177165829,1.413024420926821,1.4178263106912343,1.42502167785548,4
